Tweet,Label
@IamPaulinaMunoz @PauCoronadoD me hacen bullying? las pau? .. nada que la pega de él ! .. el par me tiene q apoyar en todas! con o sin el !,0
"tidur gak yaa, atau pantengin bully aje ya ampe sahur (y)",0
Bullying masivo para #LosCruzadoTwitteros que andaban en Talcahuano.,0
@Jaime0211 This isn't a vacation Shelly! Like can she please play the game? Jeff was a total bully to Kalia.,1
Kahlia is so easily bullied #cbsbigbrother,1
"SA should start a show like Bully Beatdown, but with taxi drivers. After their beatdown they apologise & hand over their fares for the month",0
"“@MzLaina167: ""@SuccessSeaker: My daughter is a bully""..yup she is lol..”lol",1
watching bully beatdown,0
Watching An American Girl: Chrissa Stands Strong.  Great movie to watch with your younger daughter & talk about bullying.,0
"Meu nome nao está na lista de chamada e bem consigo usar o wi-fi da faculdade. Isso é bullying, nao é?",0
@Dbolina bolineiros eh quem faz bulling?,0
"He A Bully Towards The Pussy , He Beat It The Fck Up Lmfaoo",0
"Photo: › Se você chama de gordinho é bullying, se você chama de magrinho é bullying. Tudo é bullying de uns... http://t.co/NbQP3SA",0
@JAprincess_ i can't sleep lol how ima bully,1
Rebecca Black dropped out of school because she was bullied. Woah.,1
Bullying impacts on children's self esteem http://bit.ly/rmqUhI #bullying,0
@Jewellerybygina @jinkksy online bulling is the worst,0
NJ BULLY  LAW:  Lunch-line aggressors can be reported to police by classmates through anonymous tips...:  The An... http://t.co/N8nuX3P,0
@bellathorne143 #ifiwereu i would try to quit bullying too! :],0
Dawww Sonikku is being bullied by Crabmeat XD http://t.co/viiupSF,0
"Apple accuses Motorola, Samsung of monopolizing markets with patents - http://t.co/NlLC1ke bullying not enough: adds hypocrisy",0
"@SongwriterStarzñ is bullying me on bbm :,(",1
@LenaBarbara does she bully you to?,1
Bring on the rubber bullets I say! The police barricade has been pushed back 100m to 10m. #luthulihouse,0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/oRxEm8f,0
"My goodness this kids driving me crazy,I have a bully in a pamper over here and he don't play!! Lmbo @PaperBoi3297 come get your baby!! LOL",1
@Rstrums29 @dtf_fresh lol word livin it up u c we da only niggaz wit coats on u kno we was on da bully lol #FrenchClub days,0
"o engraçado é que quando fazem comigo não pode ser bullying aí quando eu faço de volta é bullying, eu mereço viu #liasolitaria",0
being bullied by my friends once again... being called a stuck up bitch is not fun. i gave y'all a second chance for nothing!,1
Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.,0
"If you give a bully your lunch money today, he'll beat you up, and take it tomorrow. Stop a bully: United strength stops abuse. (~NS)",0
Rebecca Black Pulled From School Due to Bullying http://ow.ly/639fZ,0
"@SoniadeAMarques Recebemos convite da Caixa Cultural para apresentarmos ""Chega de Bullying"" no 3º Cineducando. Filme: http://t.co/ttdhVPA",0
"Simplemente si no quieres que te insulten o te hagan ""bullying cibernetico""
no expongas tu pendejez en tus tweets...",0
Frio é bullying contra os solteiros. http://t.co/1h4N8Im,0
@amandamarmitt HDFOIFDIOJDFJDPOJSFPOJKSOPJSPOSKDOPDSK Q HORROR FAZENDO BULLYING KKKK,0
"Todos los días golpeo a mi hijo antes de que se vaya a la escuela, así el bullying es de lo más natural para el y le evito traumas.",0
#contrarians Rhys Muldoon is a bit of a opinionated bully boy !,1
The ant bully sweeeeet!,0
"""@andrea_gcav: @viviaanajim recuerdas como nosotras también eramos victimas del bullying/ jajaja callate marce! Cuando? Nosotras bulleabamos",0
@ChaTheWanted thanks xx :D believe it or not it's the main thing I've been bullied about in the past! Xxx,1
"If you do it right, your kids will know the difference between ""parenting"" and ""bulling"".. That's whats missing in society.",0
Bullying no ambiente acadêmico? HAHAHAHAAHAHAHAH,0
"5. My motto in life is ""Better be a bully than be bullied."" #21factsaboutme",0
@EndBullying2day Victims of bullying have no summer vacation. Thanks for spreading the word. Read the post http://t.co/FzmS2Z4,0
@Ar_daisy Bully!!!,1
Bullying climates at schools may be linked with lower test scores http://lat.ms/pHEKDo,0
Big Bully!  Today's Daily Human is the notorious Genghis Khan (d. 8/25/1227): ATH Features http://t.co/P5ayUEa #history,0
"MTV VMAs: Kevin Hart jokes he was bullied to host sans pay [Video]: 22, 2011 /PRNewswire… http://t.co/VTWH25x",0
"Sandra Bullock & Ryan Reynolds: sources say not dating, like brother & sister: Rumors of them dating started soo... http://t.co/JcgGFKx",0
Frio é bullying contra os solteiros. http://t.co/5NxTrfT,0
@RogerTenard Smh.Stp Bullying Dem Niggas Bro.Lol,1
Esse climinha é bullying comigo :(,0
Jedward Takes Stand Against Bullying In Powerful Campaign: A caption discouraging bullying and encouraging toler... http://bit.ly/mYCx1n,0
Bully beatdown,0
@tsgrillo depois reclama do bullying,0
"@Fajar_abdul ulah ahh, eta mah budak emo. palalaur bisi di bully",0
@misfithab tell my AAPL bull put spread that :-P,0
American Idol or American Bully?,0
@bullyinguk Our work in schools focusses on working against all bullying ( esp. in regard to disability) www.elephant-in-the-room.co.uk,0
@Binattiscoito tava falando sobre bullying Má.,0
"@relishyourwit kk! but seriously, also consider cyber bully. it was cheesy, but emily was actually really good in it! you'd be proud",0
"Something wrong wif my tummy! No! No! There's no butterflies in it, I think its some monkey bullied anymonke ... (cont)  http://tm.to/F0ZO",0
Lilia Cabral sofrendo bullying na novela das 9! #FInaEstampa,0
"@ameiliaaa yes meli yes!! Lebaran masi lusa, bully trus @achuykrenzy !! Hahha",0
"O menino admitiu que foi vítima de bullying, e pra chamar atenção, criou essa história se declarando nazista e que mataria todos",0
20110610 bully=いじめる。bullyingで「（弱い者）イジメ」という意味になります。あまり使いたくない単語ではありますが、「ボコボコにする」というイメージにピッタリの単語（続く）,0
Knocked Up News:  Pax Jolie-Pitt Has “Become A Bully” http://t.co/VUWb1Me,0
"Read my response to ""Você já sofreu bullying?"": http://t.co/Hy6LJLT",0
This show Bully Beatdown is kind of funny. #Hulu+,0
but she a bully anyway so i have no worries they ain't fucking with johrielle that I promise,1
But if i was to bring a cd player on the bus i'd get bullied lol,0
@EdAlvarezFight lol your welcome. When is your next non bully fight?,0
"@JaynePrior 
Aw ... I never new he got bullied. Yeah I have no douts about his career either he is go talented he can act and sing...",1
"Se você tem problemas com bullying, compre um cafeteira.",0
@FuckkeM I did not bully you.,1
if i was a bully an went to bully beat down when i come back i will still bully yhur ass,0
@allstars_Mandoo I'm neither teasing or bulling you oppa ^^ princess fiona wouldn't do that! :D (aka me ^^) Lets go then ^^~,1
Smh ain't even gone reply to this madnesss acyber bullying!,1
"[Blogs] Miscellanées d'Eleuthère » It gets bitter: On parle beaucoup de bullying, de harcèlement à l'école etc.,... http://bit.ly/pozUvV",0
"Rebecca Black Quits Middle School After Bullying: 

YouTube sensation Rebecca Black might have gone from anonym... http://t.co/iK0Fjg5",0
"On this WV Morning  ""Total dissolved solids"" in WV water; former Olympian Vicky Bullett; gay bashing, bullying in novel 7:30 on WV Pub Radio",0
@AndreaPdeL Imaginate el medio bulling,0
"Julia Gillard, 
I Blame You For The Bullying Towards LGBTI People. 
Sincerely,
I'm Going To Quit School Again.",0
Curso de Bullying - Cursos 24 Horas - Cursos Online com Certificado http://t.co/dnEZCJa via @Cursos24Horas,0
"@valdenesfisica, @ronaldomagella Daqui a um futuro próximo, o bullying nas escolas vai ser porque os garotinhos gostam de meninas",0
Causally Locked In My Toliet... Cos' I'm Gettin' Bullied By Yats.! D ♡ http://t.co/bCdS9Ea,0
#Coppers is just legalised bullying and brutality....,0
kmsl okayy chaaaarm wateva yhu sayy bully ha @JETMissesCHARM,1
I liked a @YouTube video http://t.co/nY1iw3q BULLY BEATDOWN: Sec9Gaming Edition (CYBORG vs D1ZZ),0
@blog44 How the Political Right Bullied the US Government Into Ignoring the Threat of Right-Wing Extremism: http://t.co/Ocz8HGJ,0
› Meninos do Tumblr são assim: › › Meninas do Tumblr são assim: › › E eu sou assim: › › Isso é bullying. http://t.co/dr0Yql4,0
My 13 yr old cousins FB status were depressing. Iasked if she was ok.then if she was being bullied. she wrote back ONLY BY YOU AT THE MOMENT,1
@rafagasparetto @laapomponio  pior q é capaz mesmo.. do jeito que a laura nem sofre bullying auheuhuahuh,0
Bully Offers Toronto Real Estate http://t.co/IlQRhVU,0
"just watched ""Cyberbully"" i have HUGE respect for @EmilyOsment now! she did a SPECTACULAR job! it really changed my perspective of bullying!",0
e falando de bullying,0
"@joycheokk @Renonathan  @ivanleeyk haha!kidding!:P,we never bully one",1
RAWR. Still sad over the fact that seungie likes NOONA. WAEYO/// NOONA ONLY KNOWS HOW TO BULLY SEUNGIE &gt;&lt;,1
"“@THR: .@MsRebeccaBlack Forced to Drop out of School Amid Bullying http://t.co/1hkWygn” Say what you want, this is terrible.",0
@rosario_chantal nada... conté un pésimo chiste. digno de bullying similar al de ninel o de las señitasdepolanco..,0
Did anyone else just see that..... Jesus is bullying me..... @_L_M_C_,1
@Igor8125 aaah pode parar  veey :'( eu derramei a água ta bom -'- credooo isso é bullying kkk,0
My sister is a bully...she had our dog in a full Nelson,1
anda ngerasa tersinggung dgn ucapan saya? Haha hakan tah bknnya kata2 itu jg pernah ditujuin buat gua pas lo bully gua pas smp inget2 tah!!!,0
Seja uma Agente Multiplicador contra o Bullying!,0
@Suchafuqnstar haha same ! but im kinda proud of royce for standing up for herself cuhs i felt like they always tried to bully her . !,1
"@Narvandi Para eso se requieren años de hacer bullying jojojo, tienes que aprender =P",0
Dormir cedo porque amanhã o dia vai ser cheio demais pode ser considerado bullying?,0
@KingOfAnkh awww I feel like a bully now *pouts* @sarahransley,1
@CherLloiyd Me haci bullying :c,0
"ee a ana paaula que tava com uma foto minha de antigamenti no celular dela u.u, isso é so pra fazer bullying contra mim 'çç",0
@arthur_indie88 esta bien! yo hago Bullying Virtual!! #LOL #fb,0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/ngB5koZ,0
"El tráfico de armas, el Bullying y los fenómenos delictivos también tienen una perspectiva criminalística, Cuernavaca el próximo sábado",0
@Jbest0223 who we Internet bullying tonightttt #ALiENGANG,0
@_kookooforkayla So is bully beatdown -.- lol,0
"@mattrox456 Matt, I nearly got taken away from my parents at 13, the bullying started at a very young age cause I was chubby and stuff",1
"@RadiowaveFM I'm going to smack the bullies of course, bullying my kid(if i had one) is very personal",0
"#AskGreyson Purple Sky is amazing, did you write it to show your bullies how far you've came as well as for people suffering bullying?",1
Education Nation: Bullying | Turn to 10 http://t.co/sxTIWtp,0
"Great testimony to the Gracie Family.
Bullying Victims Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/ITWOxi6",0
@Leexavier @brunagih e a toca do bulling haha,0
@mari_madalozzo @natalia_pmm fazemos bullying demais pra uma pessoa só ne @nathbonin UHAUSHAUS,0
@Cbodacious15  is a bully:(,1
"Aguero is getting bullied now, the honeymoon for him is over in premier league",1
Increíble que para el país sea más importante el bullying misógino y colectivo a una persona que el despilfarro de dineros públicos.,0
Fuck me Flights are expensive these days #Bulling,0
"minha mãe faz bullying cmg,é",0
Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/RzUEL7l,0
"Palestra sobre Bullying para Educadores, Pais e alunos na SMED @adrianoventura @josianefanasci @galvaopadua  http://t.co/7rOhU7R",0
@Victoria620_ Lmfao u know that's a lie fool xD i'm not a big bully let's not exaggerate haha,1
Little man starting a new daycare today so I played beans for him so he can be on his broad street bully shit #NCT,0
All gang up bully @YTTtian &gt;&lt;,0
I liked a @YouTube video http://t.co/gtYIRAo Bullying e Rodeios - #Vlog,0
Fourth Circuit Court Upholds School Discipline Of Student For Internet Bullying http://ht.ly/670ev #bullying #sm #schools,0
Bulimia: sm. 1. Se diz de pessoas que são vítimas seguidas de atos de bullying.,0
apa atuh apaaa euy apaa ? minta di bully ? iya ? sinisini :d,0
Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais.,0
Wishing this girl would stop bullying/harassing me via twitter,1
praticat bullying nem é onda emmm,0
Whether life's disabilities left you outcast bullied or teased rejoice and love yourself today cause babyyy u where born this way!!!!,0
"@rsanc vem logo, tou sendo gongada por estar em casa ainda. rs Bullying!!",0
"Bullying patrocinado por ""El señor Vainilla"".",0
"@eaejanaiina Que seja , kkkkk ... vou ae Bullying ele , :9  kkk",0
#ahoraveo. Bully beatdown !!,0
"CHOCOLATE PLANTS R NOT SWEET/THEY BULLY & BROWBEAT/FOREIGN  STUDENTS R AT THE MERCY/OF THAT BITTER TYRANT,HERSHEY/HISSES/4 HERSHEY KISSES",0
@SarahPaIinUSA the bible? The one with the angry bullying vengeful spiteful child hating woman hating and homophobic god? That bible?,0
"tirei um monte de fotos sexta e nenhuma ficou boa :s só sofro bullying da câmera fotográfica, só isso --'",0
to jogando Bully *-* HAHAHA eu era VICIADA nisso cara *o*,0
"aburrida al máx. (no + bullying cibernetico x el dia de hoy), nada interesante en la TV y nadie interesante para conversar. Música entonces!",0
Okeee kerjain. Ka.ilhamnya caranya kita nge'bully ka.ilham + ucapin HBD nyaa malam2 yaww ;) *yangmauajayangenggabodo! Hahaa:D :)),0
Cute!! Bully cat :-P keke  http://t.co/R4hCBEo,0
Is not we lame or childish such small things also want complain to oppa. But sorry I just can't stand it that you bullied my friend,1
@denicewilliams buyao laa~buyao mei tian bully wo la=(,0
Please rt (http://caltweet.com/sb5 ) - BEDROOM BULLY &lt;-- RSVP HERE,0
@NerdieJoseph Make sure he's the bully in the neopet playground. B),0
pratico bullying para ser aceito socialmente,0
Bully beatdown got a girl bully this time.,0
Cyber bullying: Out you go! | Malay Mail Online http://ow.ly/620rA,0
Frio é bullying contra os solteiros. http://t.co/oogk4Hf,0
olha aí! ai as colegas fizeram bulling com meu trabalho,0
The more I think about it @samiahR_Griff bullied me!!,1
@space__monk euaheuahueha seu praticante de bullying,0
#ReplaceMovieTitlesWithHoes cyber hoe (cyber bully),0
@_PaaoDoce Bullying no twitter :o,0
"""except I'm not bullied because I like boys"" #glee @emdawgg",0
"Am I crazy or does anyone else think that you probably shouldn't have heels like the Bellas at the ""anti-bullying"" rallies?",0
i dnt believe the rumors about will nd jada spiliting up. thats a bunch of bull.,0
@ToadonaWire The bully scenario was during the discussion of world dictators. Your protection at our borders is one option. Realistic?,0
@__alexithymia who's the kid?! I'm the kid bully hahahaha,1
"@Criistii_98 Si no hay Bullying, es porque no hay cariño! x",0
"@janaane poise, odiei aquilo ele sofria bullying de meninas porisso matou muitas meninas, mais mesmo assim aquelas crianças nao tinham culpa",0
I hate waking up to bullshit text.. what happen to tryna sweet talk a chick into liking you ... Niggss tryna Bully a bitch now days,0
"@bibigrassi ficaram me zoando, falando q eu n era popular na escola, e q tinham inveja de mim, mais eu sofro bullying desde da 5 série",0
kyou-chan is a bully... D:,1
@NezziiATL :( y u bully me so? You should come look after me ;),1
@huixiangSIM not forgetting hUixiang too!!! Yay!!! Never bully @Hamszerisme  ah. Can't wait to sayang her instead la,0
"Se você tem problemas com bullying, compre um cafeteira.",0
Sofro bullying,0
"""Você escreveu bullying errado, tá?"" só tirando, @centurygone.",0
"I'm not one for violence or reality tv. BUT, Bully Breakdown on MTV2 is very entertaining. Just sayin'",0
♫  Rebecca Black Leaves School Due to Bullying http://bit.ly/pm4ZBB,0
@alyxpleaden @Angry_Regard @AVFC_06 consider it revenge for the heartless twitter bullying :P,1
"Why Is People Bullying @NolanMurray , Y'all Need Fuck Off !",1
"@ThiagoBalbino1 claro que tá, c só acha coisa ruim pra mim.. isso já ta virando perseguição, pra mim isso é bullying, RAM!  UASHUHUASHUSAUH",0
They bully me,1
Thats bullying unghh!,0
Rebecca black getting homeschooled because of bullying? Wow. yes her friday song is annoying but death threats to 14 yr olds really? #lame,1
@Lbbbxx @bbborrreddd But 00 bully me! So equals to you also bully me! Togetherness yknow!!,1
Working with Young People Who Are Bullied: Tips for Mental Health Professionals http://t.co/dSDKlwk,0
"Michael Jordan was an adult bully, herbing grown man on the basketball court all day long! 

-The Best Ever-",1
@Nevie_Nevada r u ready for High School?? d way i'll make dem bully u erh. Muahahaha!!,0
"Not much time left to school starts. TAKE the time now and talk to your kids about bullying, what to do or not do. http://t.co/aStc19d",0
Popeater → Seth Matlins: The Self Esteem Act: It's Time to Confront the Bully That Is Our Beauty Culture http://q.gs/LaKd,0
Sinseramente tem gente que mereçe sofrer bullying .. mais eu tenho dó de ver mais são pessoas chatas mais que mereçem mereçem,0
nossa gente eu ainda não engoli essa história de quererem me precessar de bullying :@,0
I got asked if my school days were like Inbetweeners. I said no bullied for five years and couldn't wait to walk out the fucking door.,1
"Dear Mother Nature, I wish you would stop fucking shit up cuz U aint making this recession no betta & if we go you aint gon have no1 2 bully",0
@annabe_ @geeoovaanna @_stephaanie_ @CaioMatsuura EU NÃO LEVEI BRONCA! AHUEHOUAHEAUOE VOCÊS LEVARAM POR ME BULINAREM! BULLYING É CRIME DJOW!,0
"@velourvelvet I'm pretty bothered by it too. I'm also bothered by the fact that Draco Malfoy is bullying apes in the movie too, wtf?",0
@yeenboutthtlife lmao..you are a low-key bully,1
@_alianicole i kno a play where u i was always the bully n champion !!  ooowwwww,0
I used to bully @ThatKidSonya so much in class lmfao she kept me laughing for dayssss !,1
I have a sad story.Today I was having a conversation with this 15 year old boy who told me he gets bullied in school and kids tell him he...,1
@emmaleezmolek lol yeah but i dont ever see u using it. U have to bully the shit out of kids until they dont show up the next day of school.,0
@janicenice ooo jdi lu blh bully gw gw ga blh?3-|,0
"@carolllD @CarolSilva7 kkkkkk, tadinha, tadinha, daqui a pouco ela chora dizendo que tá sendo vítima de bullying!",0
@DaniaMacedo ohhhhhhhh que pondras....pff ya se lo de siempre: TITI ME HACE BULLYING! jejejejeje,0
HBR.org: Identify and Stop Workplace Bullying http://t.co/5gV05em,0
"@Umshafi okay. This is cyber bullying. I will report u to twitter! Haha he's a grafter, I'm more the brains 8-) okay, don't publicise it! x",1
"Gw msih kpikiran kta"" lw tdi, yng gw ma riani tdak scara lngsung nge-bully lw.. :P @Irene13Putri",0
Bullying NEEDS stop! #StopBullying,0
bully paws needs help covering vet costs for poor bootsie. she lost her pups due to complications during birth. http://t.co/tjcRlRi,0
"@stevie_reed your just bullying me, you love me so..",1
"New article: Twilight producers deny bullying twilight fan read more
http://is.gd/Q97pxO",0
"Drunk girl, crying girl, fighting girl. #tequilaredbull",0
@HiMyNameIsSeton let us know if Dan signs the contract. Dan nation is going crazy waiting for the answer. And don't be a bully. Ha Ha,0
"@AllJessieJOrkut e @JessieJBrFans ""Who's Laughing Now"" da Jessie J entrou em nossa lista de músicas sobre bullying! http://ow.ly/5ZQH9",0
@marceloadnet0 Não vou te responder pois zuar Botafoguense é bullying!,0
Um Bullying: Assistir o futebolzinho da galera só pra rir dos peitinho dos amigos balançando que sairam no time sem camisa!,0
"My man @LMRBRWN just said ""stop bullying children"". Dead.",0
DOJ alert: Bullying epidemic spreads to #cat world: http://t.co/pPz5k8m,0
"#schools Students CAN get it in their Hearts & Minds that Bullying is wrong..Reach, Help, Teach, Empower #moms #twitterdads #parenting",0
"@HarryKTV Fuck you you've bullied me loads today :( , but yes :( atm I have 1 and just banged my head on my bed :( :(",1
"@heyitslizi yooo, im being bullied ! lol",1
"Hj em dia, ñ é q o aluno bate no professor, o certo é dizer q o professor deu uma ""carada na mão do aluno"" e o aluno sofre bullying kkkkkk!",0
"Booa Tarde gente boa ! tamo na correria hooje , logo cedo participei do manisfeto da juventude de Foz contra o Bulling , drogas , violencia",0
@cthrasherz you know what!? im reporting you!! #bully XD,1
Don't confuse the purpose of testing vs. student learning. Julia Steiny: Punitive Testing is Educational Bullying http://t.co/hiEvhiq,0
@eerikz te lo voy a robar por ser una bully :(,0
Bully Beatdown,0
"""Starve a bully, feed your soul.. STAND #GRAND!"" This isn't just a quote, but a way of life.. (: Thanks @VinCastronovo &lt;3",0
Gay Teens Sue Minnesota School District over Bullying Policy http://t.co/HxPqaAZ via @TIMENewsFeed,0
@Niketa: You might be interested in this pledge for online videos: http://t.co/liHRQ7u & my blog on cyber-bullying http://t.co/pGFMhbY,0
@jaetong bully at least no torture yet =3 unlike... Tsk tsk. @livingdeadbunny,0
I remember being bullied and I wont let it get me down first because ima be big one day and they will watch while I do,1
@_angelll ahaha isso é #bullying,0
Film ini salah satu potret bullying dikalangan anak2 #mynameiskhan,0
ai gnt ja falei que vi um lesk sofrendo bullying ne? fiquei mto mal serio quase fui bate no gordo maldito q fez bullying nele,0
"@chrisjballard @hullbird haha, big parka on with the bully handle on top of the fur lined hood...",0
"i just WISH a Lion would burst into this office and then i tamed the Lion and then rode it, and everyone would cheer and stop bullying me.",1
@MacMiller no worries. no body cares about what who dude said. bully.,0
@brendan_tew @natlovesyouxoxo owhh is it ? Ok . Beginner of Twitter . Don't bully . HAHA,0
"cousin, a straight A student, bullied into suicide and my eyes start tearing up knowing I'll never see him again.",1
"http://t.co/gGq1a5v ITS GOIN DWN ""BEDROOM BULLY"" STYLE #AUG20THCLUBGRAVITY ER'1 FREE B4 12AM $10 ADV TIXX MUSIC BY POWER 105's OWN @DJNorie",0
me sinto um total nerd que sofre bullying (estilo americano) quando estou com crise de asma e tenho que usar a famosa 'bombinha' reughweir,0
Preparing your child for school bullies http://cot.ag/oErG5t #bullying #cyerbullying #parenting,0
"God forbid, but if CCTV was in your firm, would 'Big Brother' see staff acknowledged/appreciated or intimidated/bullied? #bullying",0
@AustinMahone #dontbescared of bully's if they bully you then ur obviously doing something right:),0
@AKidCalledDrew cyber bully you? want me to do it in person then? mm. try tomz and see if im nicer! ;),1
"Wah difollow sm school bully yg 15 thn lalu ngatain gw ""Freak bgt sih lo!"" and made my teen years unbearable.",0
"Expected & unsurprising that Gov. Perry can bully a student questioner and have it ignored, yet press still jonesin' for ""angry Black Prez.""",1
I can't stand a bully. Miserable bastards.,0
I'm bout to spark my j fuck crying I'm over the bull shit,0
@IzzyLloydCarter LOOL! Bullying? You? Nahhh never thaaaat *hugs*,1
@SabioBrasileiro só se for bullying com o gay.,0
@louloubell1985 try telling parent and gparents that. Some of it is shameless and amounts to bullying. How great were their grades tho? X,0
"@julliemc coitado nada, ele faz bulling comigo só pq eu sou gaúcha, éé",0
"Every 7 seconds a child is bullied, humiliated or neglected. The time it took yu to read this is one child right there. Make it better. #bap",0
Vai começar  o bullying na minha time line? Kkkkkk,0
Check out resources from YWVCA's Family Violence Prevention Project. Info on bullying & teen dating violence prevention http://ow.ly/66Or6,0
Suicide is the 3rd leading cause of death of kids our age. Stop bullying & judging. Love everyone & you will learn to love yourself.,0
@risqiaditya ah emang si @faricasukma korban bully lo ca! Bully dasar lo! Haha,0
Parando pra pensar aqui: hoje em dia tudo é bullying.,0
"@heeberstein omg lol, ur the ultimate bully! WHATASTACKALACKALACK",1
"@DemiIsUnbroken_ TROL IS BULLYING ME??! well, not really bullying she is just calling me a bitch :o ;D but its nothing bad, i can handle her",0
"@DonyaFox i think you're beautiful, and who ever is bullying you, is just jealous of how your life is turning out great :)",1
@sarahhamill_  cuz they get bullied more than me and i dont think its right1 so we r rebelling against those 'popular kids',1
@KiidSMASHH your a bully to me :c ;b,1
vou sofrer bullying,0
Cynthia I Was Tryna Give You Some Play But You Was Bulling.,0
"#OnlyRealJamaicans eat ""bully beef"" outside fi avoid di gingi fly dem frm entering dem house",0
"Gearing up for school?! Add our new book, ""Transforming School Climate and Learning; Beyond Bullying and... http://t.co/CH20g3k",0
"Se você tem problemas com bullying, compre um cafeteira.",0
Jadi aja di-bully (lagi) gara-gara 'Korea' (⌣́_⌣̀),0
@CherryXMe fine! But can I please ask u and @grreeey to stop bullying me?! Ha! @dearnamay,1
My VIV moment - an article on my anti-bully efforts. Please read and share! http://t.co/v3m8gpc /via @wordpressdotcom,0
@kerjialat kesian editor banyak kerja. you bully xD Lol!!,0
"qualquer ofensa que falam na minha sala hoje, é bullying agora dsakraçrkaslkasçç~ç",0
Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/dw7yBIx,0
@runlolarun I just get why 1 sort of bullying should be prioritized. Should the Mets only support 1 type of disease based charity too?,0
"""@QuotesForGirlz: stop fucking bullying. #NOH8 every girls should see this---&gt; http://t.co/DHaFjfP""",0
"Miranda e Nathan falam sobre Cyber Bullying confira no blog
http://t.co/OEztTK9",0
Happy Birthday Bully @itschrisbro_ :) .,1
Frio é bullying contra os solteiros! UHEUAEHAUEHUEH -q,0
"Diprofam de Carabineros realizó capacitación dirigida a educadores, padres y apoderados en Arica http://t.co/t1VrILs #bullying",0
e essas meninas excluindo o @gcamacho_ #bullying kk,0
"There's never a wrong time to talk about bullying. The more we talk, the more we can work to put a stop to it. http://t.co/TWUmxr2",0
"Only primary 2 only come here and bully people. Act like a demure, obedient girl. Grow up sure jialat",1
@Megan_BelleAmie yeah!:) esther and soph were bullying me but its all good;) wish you could have too! We're seeing them thursday though :D ♥,1
"Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://tumblr.com/xqe3ygygsa",0
"@mr_roboboto Sus galing mo nga, haha ang fierce maglaro akala mo nangbu-bully lang e haha!",0
if I was those babies id fuck angelica up . shes a bully !,1
Bullying http://t.co/sbHjDUt via @youtube,0
"Read my response to ""Você já sofreu bullying?"": http://t.co/r2waMrh",0
Todo mundo escurando #Elo da @MROFICIAL e eu não?isso é bullying,0
@KMFMelvin @kerryyyyyyyyy @jolenees why exactly do u have his slipper o.o U bully ppl till take their slipper o.o,1
PAOLA FAZENDO BULLYING COM GAYS!!!!!!!!! DENUNCIEM,0
21-Day Put/Call/Bull-Bear Spread...Short-Term Rally...... http://t.co/GtUE7Wp,0
To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xke3yckurv,0
"Tudo hoje em dia é Bullying, se eu soltar um peido vai ser Bullying com o meu cú? Me poupem.",0
Check this video out -- Jessica Jarrell Bullying http://t.co/4YUsBb2 via @youtube .,0
Manifestação na Avenida Paulista chama atenção contra o bullying e a violência infantil | Agencia Brasil: El... http://t.co/D8zsl2G,0
SO NOW IM A CYBER BULLY?! THANKS ASH! THANKS SO MUCH! YOU JUST MADE ME FEEL A WHOLE LOT BETTER!,1
@Solid_Dutchess @Da7thSavage @LoV3Ly3Yanya @TweetMe2Morraw man im fina get bullied the whole way there!!! Lol,1
Best Bully Sticks Spotlight on a Breed: We Honor Maddie the American Eskimo: We always love getting emails from ... http://bit.ly/rlUS4m,0
Dharun Ravi wants the #TylerClementi case to be dismissed. http://t.co/2bleh1v #LGBT #Bullying #HateCrime,0
- The Great Earnings Yield Spread Divergence: The Bullish Case http://t.co/IPMFRjh,0
Não é bullying se a pessoa for gorda.,0
Sacanear Botafoguense é Bullying e eles choram de verdade.,0
Bulling has to stop &gt;-----&lt; it start wit u and u and i mean u ------&gt;,0
Criança de 13 anos suicidou-se vítima de bullying! @kilberAlves,0
"COMADT: Nívea Soares, Soraya Moraes, Livres para adorar, Thales Roberto......
CONADET: Disco praise
ISSO É BULLYING! kkkkkkkkk",0
ACHEI UM TEMA o/ bullying contra casais homossexuais na escola! hihi *-------------*,0
El bulling a @ilatorre en 3... 2... 1... Jajajajajajaja,0
"@Cristianoles la propia @Feuc cuando publica noticias de carreras en paro, dice #ahoraletocaalaPUC... el bullying funcionó =P",0
@Trevaun_S this kids a boss. I'll bully u if I feel like it. as a boss I can do #whateverilike but I won't bully @Erica_Ballott shes cool :P,1
@toriwillkillu  dont bully my bf...,1
@SayAnythingxo haha im against bullying.... people have enough problems without it.. but sometimes u need to put your two cents in no need,0
"Rebecca Black Left School Because of Bullying: 
        
      by Billboard Staff | August 11, 2011 9:33 EDT You... http://bit.ly/p9WGvX",0
